effect_allele	p_nominal	beta	OR	log_OR	se	z_score	trait	PMID	used_file	snp_id	chr	pos	MAF
A	0.0044	NA	1.06	0.0582689081239758	0.0204598522670468	2.84796328748792	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985059	9	120849972	0.162790697674419
T	0.0041	NA	0.94	-0.0618754037180875	0.0215566428587526	-2.87036363331336	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985060	9	120850354	0.162790697674419
T	0.0045	NA	1.06	0.0582689081239758	0.02051141645499	2.84080371786319	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985061	9	120850446	0.162790697674419
A	0.0045	NA	0.94	-0.0618754037180875	0.021780949992782	-2.84080371786319	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs34322287	9	120850983	0.162790697674419
A	0.0042	NA	1.06	0.0582689081239758	0.0203542704463511	2.8627362635059	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs13291203	9	120852326	0.162790697674419
T	0.017	NA	1.07	0.0676586484738149	0.0283481079379871	2.38670773449225	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs13291973	9	120852595	0.0813953488372093
A	0.0039	NA	1.06	0.0582689081239758	0.0201892251955889	2.88613889634095	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs34674181	9	120853463	0.162790697674419
T	0.0041	NA	0.94	-0.0618754037180875	0.0215566428587526	-2.87036363331336	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs1046920	9	120854142	0.162790697674419
T	0.0048	NA	0.94	-0.0618754037180875	0.0219404027776385	-2.82015805932016	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs12379604	9	120854580	0.162790697674419
A	0.18	NA	1.02	0.0198026272961797	0.0147697579338383	1.34075503369022	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs1837	9	120855951	0.302325581395349
A	0.24	NA	1.02	0.0198026272961797	0.0168534892731508	1.17498679206609	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs914842	9	120856693	0.261627906976744
A	0.0014	NA	0.93	-0.0725706928348354	0.0227163128659537	-3.19465105376329	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs72758132	9	120858825	0.156976744186047
T	0.003	NA	0.94	-0.0618754037180875	0.0208493489905992	-2.96773792534178	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs72758134	9	120859968	0.162790697674419
T	0.072	NA	0.96	-0.0408219945202552	0.0226900025991077	-1.79911810683797	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs72758135	9	120862871	0.133720930232558
T	0.097	NA	1.05	0.048790164169432	0.0293991937260749	1.65957490617026	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985063	9	120863658	0.0813953488372093
A	0.078	NA	1.04	0.0392207131532813	0.0222540195100152	1.76241029786239	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985064	9	120864033	0.133720930232558
A	0.082	NA	0.96	-0.0408219945202552	0.0234717394894615	-1.73919766528525	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs12377227	9	120864255	0.133720930232558
G	0.081	NA	0.96	-0.0408219945202552	0.0233948584393856	-1.74491308105249	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs72758138	9	120864792	0.133720930232558
A	0.081	NA	1.04	0.0392207131532813	0.0224771729773636	1.74491308105249	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs62581711	9	120865282	0.133720930232558
T	0.36	NA	1.03	0.0295588022415444	0.03229181736787	0.915365087842814	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs75830612	9	120865384	0.0755813953488372
G	0.08	NA	0.96	-0.0408219945202552	0.0233177125188741	-1.75068607125217	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985066	9	120866549	0.133720930232558
A	0.08	NA	1.04	0.0392207131532813	0.0224030531785912	1.75068607125217	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985067	9	120867372	0.133720930232558
G	0.08	NA	0.96	-0.0408219945202552	0.0233177125188741	-1.75068607125217	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985068	9	120867446	0.133720930232558
A	0.1	NA	0.95	-0.0512932943875506	0.031184108754173	-1.64485362695147	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs34475697	9	120868576	0.0813953488372093
A	0.011	NA	1.05	0.048790164169432	0.0191883379176474	2.54269881939905	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs7847628	9	120868947	0.343023255813954
G	0.00021	NA	1.06	0.0582689081239758	0.015720003314054	3.70667276335001	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs3753029	9	120869364	0.441860465116279
A	0.0033	NA	1.05	0.048790164169432	0.0166048024509446	2.93831644872454	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs1056567	9	120869767	0.36046511627907
G	0.003	NA	1.05	0.048790164169432	0.0164401862283082	2.96773792534178	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs4836833	9	120870551	0.36046511627907
A	0.089	NA	1.05	0.048790164169432	0.0286883434434631	1.70069646111091	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs41273398	9	120870563	0.0813953488372093
A	0.0023	NA	1.05	0.048790164169432	0.0160047360348547	3.04848290300933	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs3933326	9	120871670	0.36046511627907
A	8.8e-05	NA	0.94	-0.0618754037180875	0.0157785101467956	-3.92149849018878	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs3933327	9	120871762	0.447674418604651
T	0.096	NA	1.05	0.048790164169432	0.0293110974097902	1.66456286120272	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10818478	9	120871855	0.0813953488372093
A	1.7e-08	NA	0.92	-0.083381608939051	0.0147838400505527	-5.64005080235791	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985070	9	120873843	0.482558139534884
T	0.0022	NA	1.09	0.0861776962410524	0.0281459592155409	3.06181415176176	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs57332564	9	120874133	0.116279069767442
A	2e-08	NA	0.92	-0.083381608939051	0.0148577317272694	-5.61200124417479	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs73541868	9	120876986	0.482558139534884
A	5.9e-08	NA	1.09	0.0861776962410524	0.0158946486388449	5.42180567807224	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs11794516	9	120877952	0.488372093023256
T	7.2e-07	NA	1.08	0.0769610411361284	0.015529207365747	4.95588984830498	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs1953126	9	120878222	0.377906976744186
A	0.13	NA	1.04	0.0392207131532813	0.0259036155188674	1.51410188761928	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs1930777	9	120878890	0.104651162790698
A	7.3e-07	NA	1.08	0.0769610411361284	0.0155376165351883	4.95320765329955	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs1930778	9	120879091	0.377906976744186
T	0.13	NA	1.04	0.0392207131532813	0.0259036155188674	1.51410188761928	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10818479	9	120879305	0.104651162790698
T	7.3e-07	NA	0.92	-0.083381608939051	0.0168338609594748	-4.95320765329955	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10760118	9	120879338	0.377906976744186
T	7.1e-07	NA	0.92	-0.083381608939051	0.0168155268474629	-4.95860817775278	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs1609810	9	120880073	0.377906976744186
A	0.13	NA	1.04	0.0392207131532813	0.0259036155188674	1.51410188761928	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985072	9	120880352	0.104651162790698
T	6.6e-07	NA	1.08	0.0769610411361284	0.0154764662413702	4.97277866509369	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10818480	9	120880892	0.377906976744186
T	5.3e-08	NA	1.09	0.0861776962410524	0.015838749832898	5.44094055087962	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985073	9	120881577	0.488372093023256
T	0.13	NA	0.96	-0.0408219945202552	0.0269611938628794	-1.51410188761928	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs73541884	9	120883457	0.104651162790698
A	2e-08	NA	0.92	-0.083381608939051	0.0148577317272694	-5.61200124417479	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs7858209	9	120883482	0.482558139534884
T	2.1e-08	NA	1.09	0.0861776962410524	0.0153791126108792	5.60355453669612	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10760119	9	120883782	0.482558139534884
A	0.13	NA	0.96	-0.0408219945202552	0.0269611938628794	-1.51410188761928	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985075	9	120884183	0.104651162790698
A	7.4e-07	NA	1.08	0.0769610411361284	0.0155459243815731	4.95056062586745	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs7034390	9	120884210	0.377906976744186
A	0.13	NA	1.04	0.0392207131532813	0.0259036155188674	1.51410188761928	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985076	9	120884995	0.104651162790698
T	6.8e-07	NA	0.92	-0.083381608939051	0.0167871496572354	-4.96699026586166	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs4323544	9	120885099	0.377906976744186
T	6.8e-07	NA	1.08	0.0769610411361284	0.0154945021062524	4.96699026586166	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10739576	9	120885329	0.377906976744186
T	0.13	NA	1.04	0.0392207131532813	0.0259036155188674	1.51410188761928	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985077	9	120885526	0.104651162790698
T	6.6e-07	NA	0.92	-0.083381608939051	0.0167676091285434	-4.97277866509369	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10760121	9	120885637	0.377906976744186
A	1.9e-08	NA	1.09	0.0861776962410524	0.0153317406794524	5.62086836992668	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10818482	9	120885807	0.482558139534884
T	1e-06	NA	1.08	0.0769610411361284	0.0157331825560018	4.89163847569859	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs7868822	9	120888049	0.377906976744186
T	8.4e-07	NA	1.08	0.0769610411361284	0.0156239520521901	4.92583700199849	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10818483	9	120888195	0.377906976744186
T	7.7e-06	NA	1.08	0.0769610411361284	0.0172043032848111	4.47335994152543	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10760122	9	120888255	0.383720930232558
T	4.6e-06	NA	1.08	0.0769610411361284	0.0167954705773824	4.58224976677747	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10760123	9	120888256	0.383720930232558
G	7.9e-07	NA	0.93	-0.0725706928348354	0.0146969041271909	-4.93782174849815	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs2270231	9	120888704	0.377906976744186
T	7e-08	NA	1.09	0.0861776962410524	0.0159849678850825	5.39117105899695	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs2072438	9	120889023	0.488372093023256
T	7.5e-07	NA	1.08	0.0769610411361284	0.0155541334834543	4.94794783765973	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs6478484	9	120890102	0.377906976744186
T	7.5e-07	NA	1.08	0.0769610411361284	0.0155541334834543	4.94794783765973	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs881375	9	120890620	0.377906976744186
G	7.9e-07	NA	1.08	0.0769610411361284	0.0155860306540098	4.93782174849815	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10117059	9	120891199	0.377906976744186
G	0.0022	NA	0.92	-0.083381608939051	0.027232746602557	-3.06181415176176	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs2233755	9	120891416	0.116279069767442
A	0.12	NA	1.04	0.0392207131532813	0.0252259964341954	1.55477359459685	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs6478485	9	120892692	0.104651162790698
T	6e-07	NA	1.08	0.0769610411361284	0.0154192933264273	4.9912171399077	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs6478486	9	120893051	0.377906976744186
T	6.1e-07	NA	1.08	0.0769610411361284	0.0154291642368909	4.98802397553822	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs7037140	9	120894049	0.377906976744186
G	5.9e-07	NA	1.08	0.0769610411361284	0.0154092754737855	4.99446202172554	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs1468671	9	120895224	0.377906976744186
A	5.7e-07	NA	1.08	0.0769610411361284	0.0153887796681908	5.00111398015592	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs7036935	9	120895810	0.377906976744186
A	6.3e-07	NA	1.08	0.0769610411361284	0.0154484831565395	4.98178626058506	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs1548783	9	120896361	0.377906976744186
T	5.6e-08	NA	0.92	-0.083381608939051	0.0153525493011432	-5.4311246493012	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985080	9	120896571	0.488372093023256
A	4.4e-08	NA	0.92	-0.083381608939051	0.0152323120209064	-5.47399559729405	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs2900179	9	120896705	0.488372093023256
T	6.2e-07	NA	1.08	0.0769610411361284	0.015438892739121	4.98488087433336	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs1860823	9	120897026	0.377906976744186
T	6.2e-07	NA	0.92	-0.083381608939051	0.0167269010114914	-4.98488087433336	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs1860824	9	120897061	0.377906976744186
T	0.12	NA	0.96	-0.0408219945202552	0.0262559093247529	-1.55477359459685	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs7031324	9	120897896	0.104651162790698
A	6.4e-07	NA	0.92	-0.083381608939051	0.0167475368959849	-4.97873863224874	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs7046108	9	120898061	0.377906976744186
A	6.3e-07	NA	1.08	0.0769610411361284	0.0154484831565395	4.98178626058506	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs7875829	9	120898120	0.377906976744186
A	4.3e-08	NA	0.92	-0.083381608939051	0.0152209941380948	-5.47806589914948	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10760124	9	120898308	0.488372093023256
T	5.8e-07	NA	0.92	-0.083381608939051	0.01668379492944	-4.99776035918045	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10818484	9	120898916	0.377906976744186
A	1e-06	NA	1.08	0.0769610411361284	0.0157331825560018	4.89163847569859	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs7019401	9	120899028	0.377906976744186
A	3.6e-08	NA	0.92	-0.083381608939051	0.0151343473491905	-5.50942878574218	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10760125	9	120900312	0.488372093023256
T	3.8e-08	NA	1.09	0.0861776962410524	0.015668948071938	5.49990311062366	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10760126	9	120900340	0.488372093023256
A	4.8e-07	NA	1.08	0.0769610411361284	0.0152878244338751	5.03413951860909	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs7859805	9	120901845	0.377906976744186
A	3.9e-08	NA	1.09	0.0861776962410524	0.0156820127037593	5.4953211599168	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs9886724	9	120902741	0.488372093023256
T	0.12	NA	1.05	0.048790164169432	0.0313808803667541	1.55477359459685	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10985085	9	120903019	0.0930232558139535
A	3.6e-08	NA	0.92	-0.083381608939051	0.0151343473491905	-5.50942878574218	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs4836834	9	120903623	0.488372093023256
G	1.1e-06	NA	1.08	0.0769610411361284	0.0157938472270693	4.87284953625634	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs2241003	9	120904499	0.395348837209302
G	5e-07	NA	1.08	0.0769610411361284	0.0153116297465693	5.02631283605668	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10818485	9	120905538	0.377906976744186
A	4.8e-07	NA	1.08	0.0769610411361284	0.0152878244338751	5.03413951860909	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10435843	9	120905755	0.377906976744186
T	4.8e-07	NA	0.92	-0.083381608939051	0.0165632296504347	-5.03413951860909	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10435844	9	120905921	0.377906976744186
T	4.8e-07	NA	1.08	0.0769610411361284	0.0152878244338751	5.03413951860909	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs4837799	9	120906048	0.377906976744186
T	3.8e-08	NA	0.92	-0.083381608939051	0.0151605596065848	-5.49990311062366	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10739577	9	120906576	0.488372093023256
T	3.8e-08	NA	0.92	-0.083381608939051	0.0151605596065848	-5.49990311062366	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs10818486	9	120906929	0.488372093023256
T	6.1e-07	NA	1.08	0.0769610411361284	0.0154291642368909	4.98802397553822	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs7848332	9	120907218	0.377906976744186
A	0.042	NA	1.06	0.0582689081239758	0.0286542074074747	2.03352014925305	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs62578379	9	120907431	0.0872093023255814
A	6.1e-07	NA	1.08	0.0769610411361284	0.0154291642368909	4.98802397553822	Rheumatoid_arthritis	24390342	/nfs/team151_data03/PublicData/GWAS_summary_stats/Rheumatoid_arthritis/hg19_gwas_ra_okada_4_19_1.tab	rs7866003	9	120908227	0.377906976744186
